name:ID,aircraft,:LABEL
783,“猎迷”MR.2/MRA.4海上巡逻机和反潜机,“猎迷”MR.2/MRA.4海上巡逻机和反潜机
784,T-35“魔鬼”基础教练机,T-35“魔鬼”基础教练机
785,KC-135“同温层油船”空中加油飞机,KC-135“同温层油船”空中加油飞机
786,洛克希德U-2S高空侦察机,洛克希德U-2S高空侦察机
787,KT-1“雄蜂”(韩国) 基础/高级教练机/攻击机,KT-1“雄蜂”(韩国) 基础/高级教练机/攻击机
788,西科斯基S-92双发涡轮中型直升机,西科斯基S-92双发涡轮中型直升机
789,S-3B“北欧海盗”舰载反潜机,S-3B“北欧海盗”舰载反潜机
790,三菱T-2高级喷气教练机,三菱T-2高级喷气教练机
791,川崎C-1A运输机,川崎C-1A运输机
792,T-50（TA-50）“金鹰”高级喷气教练机/轻型攻击机,T-50（TA-50）“金鹰”高级喷气教练机/轻型攻击机
793,M-311AleniaAermacchi 基础喷气教练机,M-311AleniaAermacchi 基础喷气教练机
794,川崎T-4中级喷气教练机,川崎T-4中级喷气教练机
795,BAE(维克斯)VC l0 C.1K＆K.3/4运输机/加油机,BAE(维克斯)VC l0 C.1K＆K.3/4运输机/加油机
796,E-8“联合星”地面监视/作战管理飞机,E-8“联合星”地面监视/作战管理飞机
797,MB-326高级教练机,MB-326高级教练机
798,E-2C“鹰眼”(美国) 空中预警和控制飞机,E-2C“鹰眼”(美国) 空中预警和控制飞机
799,C160运输机,C160运输机
800,沃多霍迪L-29“海豚”基础/高级喷气教练机,沃多霍迪L-29“海豚”基础/高级喷气教练机
801,马基（SIAI-马歇蒂）SF.260特技飞行与武器教练机,马基（SIAI-马歇蒂）SF.260特技飞行与武器教练机
802,C-12& RC-12“护栏”运输机和电子情报飞机,C-12& RC-12“护栏”运输机和电子情报飞机
803,马基（阿莱尼亚)MB-346高级喷气教练机,马基（阿莱尼亚)MB-346高级喷气教练机
804,萨博MFI-17/支持者轻型教练机/观测飞机,萨博MFI-17/支持者轻型教练机/观测飞机
805,C-130J/C-130J-30“超级大力神”运输机&特殊任务飞机,C-130J/C-130J-30“超级大力神”运输机&特殊任务飞机
806,洛克希德AT/T-33（CT-133“银星”）基础/高级喷气教练机,洛克希德AT/T-33（CT-133“银星”）基础/高级喷气教练机
807,MB-339高级教练机/轻型攻击机,MB-339高级教练机/轻型攻击机
808,NH90(法国/德国/意大利/荷兰/葡萄牙) 中型运输/海军型直升机(图示为NH 90 TTH),NH90(法国/德国/意大利/荷兰/葡萄牙) 中型运输/海军型直升机(图示为NH 90 TTH)
809,川崎OH-1 侦察/观察直升机,川崎OH-1 侦察/观察直升机
810,S-65/CH-53“海种马”突击运输直升机,S-65/CH-53“海种马”突击运输直升机
811,S-80/SH-53E “超种马”(美国) 突击和MCM直升机,S-80/SH-53E “超种马”(美国) 突击和MCM直升机
812,伊尔-76MD & 伊尔78M运输和加油机,伊尔-76MD & 伊尔78M运输和加油机
813,WS-61“海王”海军型及野战直升机,WS-61“海王”海军型及野战直升机
814,“哨兵”R.1地面监视飞机,“哨兵”R.1地面监视飞机
815,He 115水上轰炸机,He 115水上轰炸机
816,BAC(BAE)167“攻击霸主”高级喷气教练机,BAC(BAE)167“攻击霸主”高级喷气教练机
817,US-1A/US-2(日本) 搜索救援水陆两用飞机,US-1A/US-2(日本) 搜索救援水陆两用飞机
818,IAR-99“鹰”高级喷气教练机/轻型攻击机,IAR-99“鹰”高级喷气教练机/轻型攻击机
819,Do 17轰炸机,Do 17轰炸机
820,A6M2-N/二式水上战斗机,A6M2-N/二式水上战斗机
821,Bf 162轰炸机,Bf 162轰炸机
822,Ar 196水上侦察机,Ar 196水上侦察机
823,D4Y彗星舰载俯冲轰炸机,D4Y彗星舰载俯冲轰炸机
824,Ar 234闪电式轰炸机,Ar 234闪电式轰炸机
825,C6N彩云舰上侦察机,C6N彩云舰上侦察机
826,R.VI轰炸机,R.VI轰炸机
827,容克Ju 52运输机,容克Ju 52运输机
828,Ki-45屠龙/2式复座战斗机 ,Ki-45屠龙/2式复座战斗机 
829,扫描鹰（ScanEagle）无人机,扫描鹰（ScanEagle）无人机
830,卡-29/-31“蜗牛-B”海军型突击直升机,卡-29/-31“蜗牛-B”海军型突击直升机
831,Fw 200兀鹰式侦察机,Fw 200兀鹰式侦察机
832,Do 335箭式战斗机,Do 335箭式战斗机
833,Fi 167鱼雷轰炸机,Fi 167鱼雷轰炸机
834,G4M/一式陆上攻击机,G4M/一式陆上攻击机
835,Ar 68战斗机,Ar 68战斗机
836,二式飞行艇 H8K,二式飞行艇 H8K
837,Do 217轰炸机,Do 217轰炸机
838,G3M/九六式陆上攻击机,G3M/九六式陆上攻击机
839,容克斯G.38,容克斯G.38
840,A2N/90式舰上战斗机,A2N/90式舰上战斗机
841,Me 323”巨人“运输机,Me 323”巨人“运输机
842,G8N连山重轰炸机,G8N连山重轰炸机
843,Do 24水上侦察机,Do 24水上侦察机
844,九O式二号水上侦察机,九O式二号水上侦察机
845,He 111轰炸机,He 111轰炸机
846,E8N九五式水上侦察机,E8N九五式水上侦察机
847,G5N深山/13试陆基轰炸机,G5N深山/13试陆基轰炸机
848,信天翁D．Ⅲ,信天翁D．Ⅲ
849,J2M雷电局地战斗机,J2M雷电局地战斗机
850,D1A九四/九六式俯冲轰炸机,D1A九四/九六式俯冲轰炸机
851,Ju 188轰炸机,Ju 188轰炸机
852,搜索者侦察机,搜索者侦察机
853,BV 222”维京“水上飞机,BV 222”维京“水上飞机
854,J1N1/2式夜间战斗机,J1N1/2式夜间战斗机
855,J7W1震电战斗机,J7W1震电战斗机
856,Fi-156鹳式联络观测机,Fi-156鹳式联络观测机
857,Ju 88轰炸机,Ju 88轰炸机
858,92式战斗机,92式战斗机
859,Ju 290轰炸机,Ju 290轰炸机
860,Ju 87斯图卡俯冲轰炸机,Ju 87斯图卡俯冲轰炸机
861,J.I攻击机,J.I攻击机
862,He 51战斗机,He 51战斗机
863,He 70飞机,He 70飞机
864,He 219夜枭战斗机,He 219夜枭战斗机
865,Bf 108台风式飞机,Bf 108台风式飞机
866,Me 264轰炸机,Me 264轰炸机
867,Ki-49吞龙轰炸机,Ki-49吞龙轰炸机
868,1MF/10式舰上战斗机,1MF/10式舰上战斗机
869,M6A1 晴岚攻击机,M6A1 晴岚攻击机
870,斯帕德S．Ⅶ,斯帕德S．Ⅶ
871,齐柏林飞艇,齐柏林飞艇
872,ATD-X心神试验机,ATD-X心神试验机
873,J5N天雷双发重型战斗机,J5N天雷双发重型战斗机
874,Me-262战斗机,Me-262战斗机
875,NE-12B橘花攻击机,NE-12B橘花攻击机
876,N1K4-J紫电改三二型试作机,N1K4-J紫电改三二型试作机
877,A1N三式舰上战斗机,A1N三式舰上战斗机
878, N1K1-J 紫电局地战斗机, N1K1-J 紫电局地战斗机
879,Ki-48/99式双发轻爆击机,Ki-48/99式双发轻爆击机
880,MXY-7樱花特别攻击机,MXY-7樱花特别攻击机
881,F-2战斗机,F-2战斗机
882,B7A流星舰上攻击机,B7A流星舰上攻击机
883,D3A“99”式舰载俯冲轰炸机,D3A“99”式舰载俯冲轰炸机
884,Q1W东海反潜机,Q1W东海反潜机
885,狂风战斗机,狂风战斗机
886,F-15J战斗机,F-15J战斗机
887,P1Y 银河轰炸机,P1Y 银河轰炸机
888,A6M零式战机,A6M零式战机
889,E13A/0式水上侦察机,E13A/0式水上侦察机
890,89式舰上攻击机,89式舰上攻击机
891,Ki-60试作战斗机,Ki-60试作战斗机
892,Ki-51/九九式袭撃机,Ki-51/九九式袭撃机
893,Ki-44钟馗/2式单座战斗机,Ki-44钟馗/2式单座战斗机
894,1MF10 七试舰上战斗机,1MF10 七试舰上战斗机
895,F-16XL战隼战斗机,F-16XL战隼战斗机
896,Ki-67飞龙/四式重爆撃机 ,Ki-67飞龙/四式重爆撃机 
897,Ki-96试作双发战斗机,Ki-96试作双发战斗机
898,雅克-38战斗机,雅克-38战斗机
899,雅克-25战斗机,雅克-25战斗机
900,“管鼻燕”式舰载战斗机,“管鼻燕”式舰载战斗机
901,Ki-21/97式重爆击机,Ki-21/97式重爆击机
902,Ki-10/95式战斗机,Ki-10/95式战斗机
903,雅克-28战斗机,雅克-28战斗机
904,P1Y2-S/极光夜间战斗机,P1Y2-S/极光夜间战斗机
905,Gloster Meteor“流星”战斗机,Gloster Meteor“流星”战斗机
906,ki-15/97式司令部侦察机,ki-15/97式司令部侦察机
907,Gamecock“斗鸡”式战斗机,Gamecock“斗鸡”式战斗机
908,九二式侦察机,九二式侦察机
909,雅克-15战斗机,雅克-15战斗机
910,F4U 海盗式战斗机,F4U 海盗式战斗机
911,喷火战斗机（Spitfire）,喷火战斗机（Spitfire）
912,AT-3高级教练/轻攻击机,AT-3高级教练/轻攻击机
913,雅克-141战斗机,雅克-141战斗机
914,Ki-32/98式俯冲轰炸机,Ki-32/98式俯冲轰炸机
915,苍穹(Westland Welkin)战斗机,苍穹(Westland Welkin)战斗机
916,Ki-30/97式俯冲轰炸机,Ki-30/97式俯冲轰炸机
917,DH98蚊式（Mosquito）轰炸机,DH98蚊式（Mosquito）轰炸机
918,狂怒(Hawker Fury)战斗机,狂怒(Hawker Fury)战斗机
919,弯刀战斗机（Scimitar）,弯刀战斗机（Scimitar）
920,BN-2 防御者小型双发预警机,BN-2 防御者小型双发预警机
921,Bristol-170运输机,Bristol-170运输机
922,CM-170轻型教练/攻击机,CM-170轻型教练/攻击机
923,XP-1海上巡逻机,XP-1海上巡逻机
924,XC-2运输机,XC-2运输机
925,TSR-2轰炸机,TSR-2轰炸机
926,T-1教练机,T-1教练机
927,阿米奥-340（Amiot-340）轰炸机,阿米奥-340（Amiot-340）轰炸机
928,CW-21战斗机,CW-21战斗机
929,暴风式(Tempest)战斗机,暴风式(Tempest)战斗机
930,JH-7/FBC-1/歼轰-7/飞豹,JH-7/FBC-1/歼轰-7/飞豹
931,哈利法克斯轰炸机,哈利法克斯轰炸机
932,横厂式水上侦察机,横厂式水上侦察机
933,巴特尔（Fairey Battle）轰炸机,巴特尔（Fairey Battle）轰炸机
934,萤火虫舰载战斗机（Fairey  Firefly）,萤火虫舰载战斗机（Fairey  Firefly）
935,阿米奥-143（Amiot-143）轰炸机,阿米奥-143（Amiot-143）轰炸机
936,E16A瑞云水上侦察机,E16A瑞云水上侦察机
937,海怒战斗机（Hawker Sea Fury）,海怒战斗机（Hawker Sea Fury）
938,阿佛罗兰卡斯特重型轰炸机,阿佛罗兰卡斯特重型轰炸机
939,“火神”轰炸机,“火神”轰炸机
940,飓风战斗机（Hurricane),飓风战斗机（Hurricane)
941,强-5/番摊（Fantan),强-5/番摊（Fantan)
942,“虎蛾”式教练机,“虎蛾”式教练机
943,骆驼战斗机（Sopwith Camel）,骆驼战斗机（Sopwith Camel）
944,PL-1介寿号初级教练机,PL-1介寿号初级教练机
945,霍莎式滑翔机,霍莎式滑翔机
946,鹰(HAWK)式教练机  ,鹰(HAWK)式教练机  
947,布里斯托“波弗特”式鱼雷轰炸机,布里斯托“波弗特”式鱼雷轰炸机
948,德哈维兰大黄蜂（Hornet）战斗机,德哈维兰大黄蜂（Hornet）战斗机
949,“海象”水上飞机,“海象”水上飞机
950,肖特斯特林（Short Stirling）轰炸机,肖特斯特林（Short Stirling）轰炸机
951,B-24“贼鸥”（Skua）式战斗轰炸机,B-24“贼鸥”（Skua）式战斗轰炸机
952,莽汉战斗机（Hotspur）,莽汉战斗机（Hotspur）
953,“布伦海姆”轻型轰炸机,“布伦海姆”轻型轰炸机
954,S-312巨嘴鸟(Tucano)	教练机,S-312巨嘴鸟(Tucano)	教练机
955,VC-10K“胜利者”加油机,VC-10K“胜利者”加油机
956,蚋式（Folland Gnat）教练/战斗机,蚋式（Folland Gnat）教练/战斗机
957,雅克-9战斗机,雅克-9战斗机
958,雅克-7战斗机,雅克-7战斗机
959,雅克-3战斗机,雅克-3战斗机
960,梭鱼式(Barracuda)鱼雷轰炸机,梭鱼式(Barracuda)鱼雷轰炸机
961,肖特S.25 桑德兰水上飞机巡逻轰炸机,肖特S.25 桑德兰水上飞机巡逻轰炸机
962,剑鱼式鱼雷轰炸机（Swordfish）,剑鱼式鱼雷轰炸机（Swordfish）
963,英俊战士（Beaufighter）重型战斗机,英俊战士（Beaufighter）重型战斗机
964,曼彻斯特（Manchester）轰炸机,曼彻斯特（Manchester）轰炸机
965,“胜利者”中程战略轰略机,“胜利者”中程战略轰略机
966,UT-1教练机,UT-1教练机
967,安-225梦想式运输机,安-225梦想式运输机
968,福克E．Ⅲ战斗机,福克E．Ⅲ战斗机
969,AC-130空中炮艇,AC-130空中炮艇
970,A-37蜻蜓式攻击机,A-37蜻蜓式攻击机
971,福克D.VII战斗机,福克D.VII战斗机
972,Dr.I战斗机,Dr.I战斗机
973,Me 410大黄蜂战斗机,Me 410大黄蜂战斗机
974,F-107终极佩刀战斗机,F-107终极佩刀战斗机
975,雅克-17战斗机,雅克-17战斗机
976,雅克-23战斗机,雅克-23战斗机
977,兹林Z-26通用飞机,兹林Z-26通用飞机
978,安-70,安-70
979,伊-16战斗机 ,伊-16战斗机 
980,Re.2000战斗机,Re.2000战斗机
981,Me 163战斗机,Me 163战斗机
982,UT-2教练机,UT-2教练机
983,Ca.4轰炸机,Ca.4轰炸机
984,米格-9,米格-9
985,Ca.3 轰炸机,Ca.3 轰炸机
986,雅克-50特技级飞机,雅克-50特技级飞机
987,伊尔-10攻击机,伊尔-10攻击机
988,雅克-32教练机,雅克-32教练机
989,CR.32-箭式战斗机,CR.32-箭式战斗机
990,兹林Z-50通用飞机,兹林Z-50通用飞机
991,雅克-55教练机,雅克-55教练机
992,Ba.27战斗机,Ba.27战斗机
993,雅克-54教练机,雅克-54教练机
994,米格-35战斗机 ,米格-35战斗机 
995,兹林Z-Xll通用飞机,兹林Z-Xll通用飞机
996,G.55-人马座战斗机,G.55-人马座战斗机
997,雅克-18教练机,雅克-18教练机
998,He 162战斗机,He 162战斗机
999,雅克-210教练机,雅克-210教练机
1000,CR.42-箭式战斗机,CR.42-箭式战斗机
1001,PZL P.1战斗机,PZL P.1战斗机
1002,雅克-200教练机,雅克-200教练机
1003,米格-31战斗机,米格-31战斗机
1004,雅克-24 运输直升机,雅克-24 运输直升机
1005,米格-17战斗机,米格-17战斗机
1006,I-153“海鸥”战斗机,I-153“海鸥”战斗机
1007,MC.205-雷电战斗机,MC.205-雷电战斗机
1008,波-2/乌-2侦察机,波-2/乌-2侦察机
1009,MC.202-雷电战斗机,MC.202-雷电战斗机
1010,米格-15战斗机,米格-15战斗机
1011,MC.200-雷电战斗机,MC.200-雷电战斗机
1012,雅克-2 轰炸机,雅克-2 轰炸机
1013,PZL P.24战斗机,PZL P.24战斗机
1014,苏-17攻击机,苏-17攻击机
1015,雅克-10通用飞机,雅克-10通用飞机
1016,苏-15战斗机,苏-15战斗机
1017,苏-37战斗机,苏-37战斗机
1018,PWS-19轰炸机,PWS-19轰炸机
1019,米格-21战斗机,米格-21战斗机
1020,米格-23战斗机,米格-23战斗机
1021,雅克-6双引擎多用途飞机,雅克-6双引擎多用途飞机
1022,PZL.46轰炸机,PZL.46轰炸机
1023,图-119轰炸机,图-119轰炸机
1024,雅克-18T,雅克-18T
1025,雅克-58,雅克-58
1026,PZL.37轰炸机,PZL.37轰炸机
1027,雅克-112,雅克-112
1028,雅克-14,雅克-14
1029,雅克-12轻型通信机,雅克-12轻型通信机
1030,苏-47金雕式战斗机,苏-47金雕式战斗机
1031,KC-100通用飞机,KC-100通用飞机
1032,塞斯纳-170通用飞机,塞斯纳-170通用飞机
1033,AV-8海鹞II式攻击机,AV-8海鹞II式攻击机
1034,La-9战斗机,La-9战斗机
1035,拉-7战斗机,拉-7战斗机
1036,I-270战斗机,I-270战斗机
1037,纽波特17战斗机,纽波特17战斗机
1038,F2A水牛战斗机,F2A水牛战斗机
1039,奖状-10商业飞机,奖状-10商业飞机
1040,幻影IV轰炸机,幻影IV轰炸机
1041,茲林Z-37通用飞机,茲林Z-37通用飞机
1042,SC-5贝尔法斯特运输机,SC-5贝尔法斯特运输机
1043,Surion直升机,Surion直升机
1044,塞斯纳天空大师通用飞机,塞斯纳天空大师通用飞机
1045,ATL-98天空开拓者运输机,ATL-98天空开拓者运输机
1046,KF-X战斗机,KF-X战斗机
1047,美洲虎攻击机,美洲虎攻击机
1048,楔尾预警机,楔尾预警机
1049,费尔康707预警机,费尔康707预警机
1050,F-15SE沉默鹰式战斗机,F-15SE沉默鹰式战斗机
1051,幻影4000战斗机,幻影4000战斗机
1052,哈比无人机,哈比无人机
1053,佩-2轻轰炸机,佩-2轻轰炸机
1054,F-21幼狮战斗机,F-21幼狮战斗机
1055,M-50野蛮人轰炸机,M-50野蛮人轰炸机
1056,苏-34/鸭嘴兽战斗轰炸机,苏-34/鸭嘴兽战斗轰炸机
1057,P-26战斗机,P-26战斗机
1058,P-43枪骑兵战斗机,P-43枪骑兵战斗机
1059,霍克II战斗机,霍克II战斗机
1060,图-2/ANT-50轰炸机,图-2/ANT-50轰炸机
1061,F-20虎鲨战斗机,F-20虎鲨战斗机
1062,苏-25攻击机,苏-25攻击机
1063,G550预警机,G550预警机
1064,SB轰炸机,SB轰炸机
1065,苏-7/装配匠-A战斗轰炸机,苏-7/装配匠-A战斗轰炸机
1066,XF-85小鬼式战斗机,XF-85小鬼式战斗机
1067,SBC俯冲轰炸机,SBC俯冲轰炸机
1068,伊尔-28战术轰炸机,伊尔-28战术轰炸机
1069,X-49试验机,X-49试验机
1070,福克F-10商业飞机,福克F-10商业飞机
1071,YF-23战斗机,YF-23战斗机
1072,F9C战斗机,F9C战斗机
1073,寇蒂斯-R3C水上飞机,寇蒂斯-R3C水上飞机
1074,XF13C战斗机,XF13C战斗机
1075,图-104/骆驼 喷气式客机,图-104/骆驼 喷气式客机
1076,CM.170教师双座双发喷气教练机,CM.170教师双座双发喷气教练机
1077,A400M运输机,A400M运输机
1078,EP-3E侦察机,EP-3E侦察机
1079,XB-70瓦尔基里轰炸机,XB-70瓦尔基里轰炸机
1080,B-18轰炸机,B-18轰炸机
1081,Saab-35龙战斗机,Saab-35龙战斗机
1082,B-1枪骑兵轰炸机,B-1枪骑兵轰炸机
1083,JAS 39鹰狮战斗机,JAS 39鹰狮战斗机
1084,X-4试验机,X-4试验机
1085,瑞典爱立眼预警机,瑞典爱立眼预警机
1086,X-7试验机,X-7试验机
1087,里尔35,里尔35
1088,EF-111A渡鸦式电子战飞机,EF-111A渡鸦式电子战飞机
1089,E-2D高级鹰眼,E-2D高级鹰眼
1090,X-15试验机,X-15试验机
1091,X-35验证机,X-35验证机
1092,X-5试验机,X-5试验机
1093,X-3验证机,X-3验证机
1094,莱格赛600公务机,莱格赛600公务机
1095,Embraer-170系列客机,Embraer-170系列客机
1096,A160T“蜂鸟”无人直升机,A160T“蜂鸟”无人直升机
1097,XF5F战斗机,XF5F战斗机
1098,YF-12战斗机,YF-12战斗机
1099,波音X-37先进技术验证机,波音X-37先进技术验证机
1100,X-47A飞马试验机,X-47A飞马试验机
1101,F-15 S/MTD试验机,F-15 S/MTD试验机
1102,EC225直升机,EC225直升机
1103,F-CK-1经国号战斗机,F-CK-1经国号战斗机
1104,MQ-9无人机,MQ-9无人机
1105,CA109直升机,CA109直升机
1106,RQ-11渡鸭无人机,RQ-11渡鸭无人机
1107,运-8,运-8
1108,空警2000型预警指挥机,空警2000型预警指挥机
1109,IDF战斗机,IDF战斗机
1110,EA-18G“咆哮者”电子战机,EA-18G“咆哮者”电子战机
